code,marketref,dem,demCGV,demBMR,demreg,lp_bl,ls_bl,lh_bl,tropicar,distcr,distc,distr,ginv,polity,polity2,landlock,yellow,oilres,goldm,iron,silv,zinc,mortality,imputedmort,logem4,excolony,lt100km,democ1,democ00a,cons00a,currentinst,imr95,leb95,malfal,uvdamage,suitavg,pdiv,pdiv_aa,pdivhmi,pdivhmi_aa,pd1,pd1000,pd1500,pd1500,pop1,pop1000,pop1500,legor_uk,legor_fr,temp,elevavg,elevstd,kgatr,precip,suitgini,area,abslat,cenlong,area_ar,rough,ln_yst,ln_yst_aa,africa,europe,asia,oceania,americas,pprotest,pcatholic,pmuslim,pother,population_initial,population_now,gdp_pc_initial,gdp_pc_now,capital_growth_pct_gdp_initial,capital_growth_pct_gdp_now,gdp_initial,gdp_now,investment_rate,gdp_growth,pop_growth,lgdp_initial,lpop_initial
HND,37.878784,0.0,0.0,0.0,0.071428575,37.718422,4.677284,0.7779967,1.0,79.8539,79.3624,1344.31,20.8852,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.1,78.1,4.35799,1.0,0.668602,1.0,6.0,5.0,125.0,35.0,69.4,0.1,249.24216,0.73,0.620129,0.6711883,0.6276699,0.66693634,0.58738303,1.1747661,1.5663548,1.5663548,65722.29,131444.58,175259.44,0.0,1.0,24.717607,0.45841724,0.40277442,0.6397911,173.34843,0.17914,111890.0,15.0,-86.5,10685.495,0.25932127,8.006368,8.50194,0.0,0.0,0.0,0.0,1.0,2.6,95.8,0.1,1.5,2716652.0,9904608.0,1309.8032575829,2010.54489641962,20.8852005532503,18.721138756595103,3558279639.3191104,19913659065.4369,22.152047721952417,0.008607409286946588,0.02620958243993443,7.177632219865072,14.814910797761357
HRV,0.0,0.0,0.0,0.0,0.037037037,55.383244,20.305649,3.7732394,0.0,33.8831,146.434,77.042,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,84.0,,,0.0,104.0641,0.83,0.73746145,0.7380211,0.7243785,0.72498846,5.8895125,6.871098,8.83427,8.83427,329341.53,384231.8,494012.34,0.0,0.0,11.084818,0.33577898,0.2072136,0.0,87.154205,0.04748,55920.0,45.166668,15.5,14578.344,0.2155202,8.853665,8.861519,0.0,1.0,0.0,0.0,0.0,0.4,76.5,1.2,21.9,4412252.0,4047200.0,,15204.3467086723,,25.6971253774649,,61535031999.3384,23.18483372470922,,-0.0017257079051673507,,15.299895774678182
HTI,,0.0,0.0,0.0,0.071428575,12.400001,3.8,0.3,1.0,24.8002,24.7766,924.246,,-9.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,4.867535,1.0,1.0,0.0,0.0,1.0,174.0,67.7,53.75,1.0,252.9302,0.91,0.61660665,0.74464405,,,0.44332135,0.88664275,1.329964,1.329964,12217.937,24435.875,36653.81,0.0,1.0,24.58881,0.33877847,0.3232512,1.0,121.115746,0.05994,27560.0,19.0,-72.416664,7799.48,0.4382177,6.9077554,7.9694366,0.0,0.0,0.0,0.0,1.0,12.8,82.6,0.0,4.6,4676237.0,11402533.0,1354.01620383269,1188.29576359864,,12.066191419504001,6331700670.96197,13549581658.1937,16.606728374287943,-0.0026076938955625906,0.017986682420015665,7.210830420780737,15.358004284635282
HUN,0.0,0.0,0.0,0.0,0.037037037,81.8,10.8,5.1,0.0,48.7502,507.231,48.7502,33.596054,-7.0,-7.0,1.0,0.0,14000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,54.0,,,0.0,90.24896,0.83,0.7382993,0.7383594,0.7272024,0.7276095,3.2569754,5.4282923,13.57073,13.57073,291890.12,486483.56,1216208.9,0.0,0.0,9.905735,0.2051351,0.09163822,0.0,53.631775,0.08019,89620.0,47.0,20.0,44774.152,0.08045201,8.909235,8.909494,0.0,1.0,0.0,0.0,0.0,21.6,53.9,0.0,24.5,10337910.0,9749763.0,,16745.0857201244,,27.6179682392135,,163260617185.897,23.872934843557083,,-0.0011708089471182959,,16.151328278954434
IDN,57.14286,0.0,0.0,0.0,0.0,39.1,5.1,0.5,1.0,76.1845,76.1189,2140.52,15.831714,-7.0,-7.0,0.0,1.0,29700.0,0.0,0.0,0.0,0.0,170.0,170.0,5.135798,1.0,0.7457600000000001,0.0,0.0,1.0,128.0,48.4,65.13,0.4516813,273.71814,0.33,0.6818029,0.6821421,,,1.1040148,2.0700276,4.278057,4.278057,2000000.0,3750000.0,7750000.0,0.0,1.0,25.852055,0.25174856,0.4537677,0.8772685,211.53783,0.44621,1811570.0,5.0,120.0,205069.72,0.26380318,8.294049,8.318742,0.0,0.0,1.0,0.0,0.0,4.8,2.7,43.4,49.1,114793179.0,273523621.0,772.129678090006,4312.35308223753,13.622754491018,32.3674628282469,88635220348.1984,1179530430084.12,23.682429300133258,0.035000313486787116,0.01751676856440132,6.649152512718779,18.55864262370821
IND,5.357143,1.0,1.0,1.0,1.0,22.7,3.9,1.1,0.5121367,342.615,463.794,847.383,15.317875,9.0,9.0,0.0,0.0,6750.0,0.0,5.0,0.0,7.0,48.63,48.63,3.8842410000000003,,0.156776,9.0,0.0,1.0,132.0,72.3,62.59,0.3326023,232.94775,0.5,0.72227544,0.72220767,0.7184957,0.7184845,8.775915,19.874866,25.811514,25.811514,26092464.0,59091756.0,76742536.0,1.0,0.0,23.031626,0.71149933,0.9203852,0.3409535,97.089554,0.28276,2973190.0,20.0,77.0,1605522.6,0.16869503,9.047821,9.044935,0.0,0.0,1.0,0.0,0.0,1.1,1.3,11.6,86.0,555189797.0,1380004385.0,396.011691931781,1961.29871122172,16.6531413945703,28.420297974992298,219861650853.232,2706600821780.82,25.543957678154065,0.03251582033424327,0.018377463276671557,5.981443735898879,20.134820589826624
IRL,33.333332,1.0,1.0,1.0,0.95454544,64.21059,27.4,4.6,0.0,43.6382,43.6604,524.333,23.18467,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,15.0,,,0.0,60.542343,0.33,0.72404605,0.72418344,,,1.4515895,4.3547683,11.612716,11.612716,100000.0,300000.0,800000.0,1.0,0.0,9.154353,0.10769875,0.04795206,0.0,101.313576,0.42893,68890.0,53.0,-8.0,10767.507,0.10515146,8.517193,8.521508,0.0,1.0,0.0,0.0,0.0,1.1,95.3,0.0,3.6,2957250.0,4994724.0,12730.4260683019,81297.0669473559,24.009773518819298,31.268856440253302,37647052490.4859,406056411411.565,24.36366885515071,0.037778427678755166,0.01053758078552014,9.451750160614445,14.899770340407983
IRN,69.79187,0.0,0.0,0.0,0.0,9.597569,5.3104534,1.1101555,0.0,493.337,494.476,2130.76,29.929043,-10.0,-10.0,0.0,0.0,1470.0,0.0,0.0,0.0,1.0,,,,0.0,,,,,145.0,,,0.1246762,199.06137,0.1,0.7407446,0.7405289,0.7409237,0.74068767,2.4446888,2.7502751,2.4446888,2.4446888,3981298.0,4478960.5,3981298.0,0.0,1.0,17.63041,1.1002725,0.6242302,0.0,20.803795,0.68562,1628550.0,32.0,53.0,142498.12,0.28703925,9.159047,9.1582575,0.0,0.0,1.0,0.0,0.0,0.0,0.1,97.9,2.0,28513872.0,83992953.0,6965.4439026287,5943.59733025937,40.636403605182096,41.02828333735221,198611775862.735,499220291211.401,34.918003602260384,-0.0031679071058788866,0.021841962121659897,8.848716617510906,17.16590126366303
IRQ,,0.0,0.0,0.0,0.0,3.1709461,2.5428147,1.4456792,0.0,500.556,500.902,1328.71,,-7.0,-7.0,0.0,0.0,5020000.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,165.0,,,0.0281283,183.00577,0.08,0.745911,0.74557275,0.7475166,0.7471702,2.2863936,4.5727873,2.2863936,2.2863936,1000000.0,2000000.0,1000000.0,0.0,1.0,20.999048,0.44470432,0.2915833,0.0,19.284813,0.7925,437370.0,33.0,44.0,54583.773,0.0963715,9.2103405,9.187383,0.0,0.0,1.0,0.0,0.0,0.0,1.8,95.8,2.4,9917978.0,40222503.0,1465.97122403729,4927.0483076952205,,,14539470348.6349,198178215337.41602,24.997387734260723,0.024540728351953645,0.02839727936672909,7.290273253357147,16.109859627839604
ISL,33.333332,1.0,1.0,1.0,0.95454544,78.120514,16.017052,5.0017796,0.0,46.461,46.3174,1726.5,24.980675,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,14.0,,,0.0,31.802156,0.003,0.71523684,,,,,0.49875313,0.59850377,0.59850377,,50000.0,60000.004,0.0,0.0,1.4696863,0.3708187,0.3144166,0.0,86.89858,0.47876,100250.0,65.0,-18.0,70.175,0.28686997,,,0.0,1.0,0.0,0.0,0.0,96.6,0.7,0.0,2.7,204438.0,366425.0,,47630.334413774406,27.8077669902913,21.667655699253803,,17452945287.5673,24.50056483797771,,0.011738949164128654,,12.228020030012997
ISR,47.127792,1.0,1.0,1.0,0.95454544,37.0,31.3,14.8,0.0,69.5361,67.5578,469.932,28.426315,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,38.0,,,0.0,196.42213,0.26,0.75263786,0.74371624,0.75703,0.7420577,7.2760344,4.5475216,13.818517,13.818517,157453.39,98408.37,299032.7,1.0,0.0,18.717873,0.49265847,0.2115455,0.0,24.987076,0.51849,21640.0,31.5,34.75,3369.348,0.2917073,9.2591305,9.078463,0.0,0.0,1.0,0.0,0.0,0.2,1.0,8.0,90.8,2974000.0,9216900.0,,33817.418235811805,,21.7746910208733,,311691762137.654,21.616771799580214,,0.022880450181524736,,14.905418406002237
ITA,54.761906,1.0,1.0,1.0,0.95454544,72.6,17.5,2.6,0.0,51.6288,64.6441,363.988,25.97066,10.0,10.0,0.0,0.0,12900.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,73.0,,,0.0,118.53171,0.75,0.7359351,0.73598224,0.71886915,0.7191381,23.80062,17.000443,34.000885,34.000885,7000000.0,5000000.0,10000000.0,0.0,1.0,12.636684,0.5207248,0.579345,0.0,68.937065,0.19983,294110.0,42.833332,12.833333,84791.914,0.33232966,8.987197,8.980739,0.0,1.0,0.0,0.0,0.0,0.4,83.2,0.1,16.3,53821850.0,59554023.0,17671.3369752178,32901.8829242099,26.006097474353105,17.5003749406104,951104047979.626,1959439492411.7,21.56562536434325,0.01250931384624665,0.0020261364790936653,9.77969922601777,17.801190076510988
JAM,29.031532,1.0,1.0,1.0,0.875,86.8,6.9,1.1,1.0,12.2525,12.2341,841.108,31.539383,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,4.867535,1.0,1.0,10.0,0.0,1.0,90.0,21.9,74.82,0.0,256.85617,,0.6183262,0.74279803,,,0.44332135,0.88664275,1.329964,1.329964,4801.1704,9602.341,14403.511,1.0,0.0,25.934616,0.24625112,,1.0,153.0866,,10830.0,18.25,-77.5,1740.381,0.34284833,6.9077554,8.071904,0.0,0.0,0.0,0.0,1.0,55.5,9.6,0.1,34.8,1875637.0,2961161.0,4590.04816286606,4357.960260734179,31.539384208045803,24.4052041737406,8609264166.05361,12904621963.6359,24.437390039800615,-0.0010371897310997857,0.009174491719919908,8.431645795998682,14.444458893023679
JOR,33.333332,0.0,0.0,0.0,0.0,12.748736,12.02524,2.113247,0.0,235.173,234.394,653.806,,-9.0,-9.0,0.0,0.0,899.0,0.0,0.0,0.0,0.0,,,,,,,,,106.0,,,0.0,202.91228,0.04,0.7519803,0.7517855,0.7560197,0.7559226,7.2760344,4.5475216,2.2665458,2.2665458,642037.25,401273.3,200000.0,0.0,1.0,18.668287,0.7370904,0.2259718,0.0,11.250722,0.65142,88240.0,31.0,36.0,2417.7761,0.15968385,9.2591305,9.249561,0.0,0.0,1.0,0.0,0.0,0.3,1.7,93.0,5.0,1721315.0,10203140.0,,3241.65747648319,,11.8848992125981,,33075085064.6047,27.23376702724917,,0.036233121885719255,,14.358599091565438
JPN,28.427128,1.0,1.0,1.0,0.95454544,60.6,33.0,5.5,0.0,39.7921,39.7385,2037.14,38.844536,10.0,10.0,0.0,0.0,480.0,0.0,0.0,0.0,3.0,,,,,,,,,24.0,,,0.0,136.62225,0.75,0.68345654,0.68345654,,,0.82304525,12.345679,46.639233,46.639233,300000.0,4500000.0,17000000.0,0.0,0.0,12.142666,0.26505858,0.306783,0.0,143.85379,0.14037,364500.0,36.0,138.0,44724.152,0.28839687,8.411833,8.411833,0.0,0.0,1.0,0.0,0.0,0.9,0.6,0.0,98.5,103403000.0,125836021.0,18870.09737561,,41.094494400733,,1951224678930.2,,29.351441072993772,,0.003934633697228795,9.845333798688975,18.45414453315737
KAZ,,0.0,0.0,0.0,0.037037037,48.725197,21.125303,6.824324,0.0,2291.68,2374.23,2469.88,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,49.0,,,0.0,94.189865,0.48,0.7250987,0.7282582,0.7269182,0.7310407,0.3819914,0.63665235,0.89131325,0.89131325,1031262.1,1718770.4,2406278.5,0.0,0.0,5.81825,0.4003275,0.4307749,0.0,21.956785,0.33687,2699700.0,48.0,68.0,215436.06,0.0889166,8.779557,8.70897,0.0,0.0,1.0,0.0,0.0,2.0,3.0,47.0,48.0,13036140.0,18754440.0,,11075.0081569579,,,,207705575979.177,25.33766604221796,,0.007300621013746733,,16.383236058372564
KEN,14.246957,0.0,0.0,0.0,0.032258064,20.5,3.1,0.5,1.0,434.265,434.531,2497.85,24.396675,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,4.9767339999999995,1.0,0.082504,5.0,0.0,1.0,121.0,65.5,52.04,0.8448352,291.51532,0.24,0.765496,0.7651619,0.7710726,0.7702029,0.17570369,1.4056295,2.6355555,2.6355555,100000.0,800000.0,1500000.0,1.0,0.0,24.445189,0.79257125,0.6139126,0.4907439,62.469723,0.54907,569140.0,1.0,38.0,45018.973,0.17643383,8.160519,8.186882,1.0,0.0,0.0,0.0,0.0,19.3,26.4,6.0,48.3,11301394.0,53771300.0,598.457426165572,1206.22156699649,24.3966751650194,15.6662050901405,6763403165.32304,64860101745.4384,20.167273979987364,0.014116564666595277,0.03168797932949019,6.39435538824159,16.24043663890586
KGZ,0.0,0.0,0.0,0.0,0.037037037,53.303482,24.786812,8.244778,0.0,1894.97,2011.94,1999.24,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,70.0,,,0.0,168.40796,0.12,0.72490686,0.7259476,0.7232816,0.7255107,0.3819914,0.63665235,0.89131325,0.89131325,73265.945,122109.92,170953.88,0.0,0.0,2.9095936,2.43223,1.013386,0.0,38.003807,0.77971,191800.0,41.0,75.0,13349.28,0.6022153,8.779557,8.762489,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,30.0,2959900.0,6591600.0,,1000.21308341453,,29.0087566610874,,6593004560.63523,24.797637652589458,,0.016141704682441027,,14.900666041945774
KHM,0.0,0.0,0.0,0.0,0.0,82.377525,9.582356,0.29353142,1.0,147.114,187.759,188.946,12.531328,-88.0,-7.0,,,,,,,,,,,,,,,,,,,1.0,256.76846,0.47,0.6967627,0.69638276,0.6896554,0.69047934,2.8325403,5.6650805,8.497621,8.497621,500000.0,1000000.0,1500000.0,0.0,0.0,26.716208,0.15246375,0.16409591,0.9622746,161.44868,0.26482,176520.0,13.0,105.0,36998.59,0.09839413,8.411833,8.43815,0.0,0.0,1.0,0.0,0.0,0.1,0.1,2.4,97.4,6996576.0,16718971.0,,1212.02549983639,12.531328226581499,25.4516403982427,,20263819183.0251,18.201986475167296,,0.0175751199024623,,15.760931444493052
KIR,,,,,0.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.06497,,0.63945156,,,,,,,,,,,1.0,0.0,,,,,,,810.0,1.4166666,-170.0,22.194,,,,0.0,0.0,0.0,1.0,0.0,45.3,49.0,0.0,5.7,51142.0,119446.0,2394.35832326873,1807.6421888648601,,,122452273.36860901,215915628.891152,29.055894710115805,-0.005606065706331598,0.017109891884613537,7.7808705504684985,10.84236135641054
KNA,0.0,,,,0.8888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.96802,,0.61116827,,,,0.44332135,0.88664275,1.329964,1.329964,115.26355,230.52711,345.79065,1.0,0.0,26.866667,0.001,,,88.36667,,260.0,17.333334,-62.75,50.544003,0.004,,,0.0,0.0,0.0,0.0,1.0,52.0,8.2,0.0,39.8,44878.0,53192.0,,15215.1857510107,,,,809326160.467762,,,0.003404990096359084,,10.711702975923748
KOR,41.62978,0.0,0.0,0.0,0.0,38.1,21.8,5.7,0.0,52.9981,53.5464,923.128,25.355476,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,118.0,4.770685,0.0,,,,,8.0,,,0.0,125.72543,0.77,0.69162583,0.69162583,0.70130825,0.7013082,0.9126586,11.408232,18.253172,18.253172,90106.78,1126334.8,1802135.6,0.0,0.0,11.322813,0.23619024,0.1737193,0.0,111.01096,0.15151,98730.0,37.0,127.5,17179.02,0.18119754,8.411833,8.411833,0.0,0.0,1.0,0.0,0.0,12.2,3.9,0.0,83.9,32240827.0,51780579.0,1793.4492878674698,28361.1890143807,26.3248229993564,31.642172172673103,57822288223.4084,1468558788293.07,30.232280600916123,0.05677056162199201,0.009520667684317363,7.491896021059597,17.288744126638477
KWT,,0.0,0.0,0.0,0.0,30.900002,14.1,4.6,0.0,34.0444,34.0617,1701.96,12.121212,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,82.0,,,0.0,201.5558,0.005,0.743499,0.7440493,0.74385536,0.7450476,,0.88393885,0.88393885,0.88393885,,15751.79,15751.79,0.0,1.0,25.209343,0.11460345,0.0629676,0.0,10.096966,0.08526,17820.0,29.5,47.75,99.792,0.03277977,9.159047,9.027709,0.0,0.0,1.0,0.0,0.0,0.1,2.1,95.1,2.7,744444.0,4270563.0,,,12.121212121212098,,,,17.797306176669824,,0.03555474261486813,,13.520392910009871
LAO,0.0,0.0,0.0,0.0,0.0,25.54205,2.15983,0.9089816,1.0,267.998,284.424,381.161,,-77.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,140.0,4.941642,,,8.0,0.0,1.0,163.0,,,1.0,227.2759,0.29,0.691056,0.6917266,0.7003672,0.7009208,0.43327555,0.8665511,1.7331022,1.7331022,100000.0,200000.0,400000.0,0.0,0.0,23.962795,0.58245313,0.3266717,0.4034841,148.75597,0.16016,230800.0,18.0,105.0,8770.399,0.21418326,8.699514,8.743531,0.0,0.0,1.0,0.0,0.0,0.2,0.8,1.0,98.0,2688429.0,7275556.0,,1835.6622655896697,,,,13355463610.3845,24.11252854304181,,0.02011081603067466,,14.804467566105023
LBN,33.333332,1.0,1.0,0.0,,,,,0.0,44.1346,44.1346,666.651,,5.0,5.0,,,,,,,,,,,,,,,,,,,0.0,178.84393,0.71,0.7512912,0.75081277,0.7549076,0.7544076,11.597341,7.73156,7.73156,7.73156,118640.8,79093.86,79093.86,0.0,1.0,15.410416,0.81967956,0.41181383,0.0,51.59115,0.0958,10230.0,33.833332,35.833332,1899.7109,0.5602878,9.2591305,9.242324,0.0,0.0,1.0,0.0,0.0,1.0,36.2,37.4,25.4,2297436.0,6825442.0,,4636.90186150712,,10.0057768937026,,31648904715.4089,25.187988310431074,,0.022016123062415183,,14.64730427645837
LBR,,0.0,0.0,0.0,0.032258064,5.176796,5.4058294,1.2808301,1.0,87.4266,111.199,109.042,,-6.0,-6.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,,483.0,6.180016999999999,0.0,,7.0,1.0,4.0,149.0,,,1.0,245.28264,0.21,0.73308575,0.7335821,0.71319175,0.713992,1.1814605,2.7567413,4.3320217,4.3320217,113798.27,265529.3,417260.34,1.0,0.0,25.113127,0.24642827,0.1558972,1.0,201.11539,0.44402,96320.0,6.5,-9.5,3804.6401,0.08292145,8.0864105,8.079504,1.0,0.0,0.0,0.0,0.0,18.6,1.9,21.2,58.3,1400730.0,5057677.0,,489.508455942967,,19.972063389830502,,2475775658.9282603,19.802647728728214,,0.026010802200413297,,14.152504087260276
LBY,0.0,0.0,0.0,0.0,0.0,19.870789,2.616103,0.43972114,0.15030983,495.727,501.24,1374.56,,-7.0,-7.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,,,,1.0,,0.0,0.0,1.0,,,,0.0,216.84473,0.00792,0.74614674,0.74753225,0.7447282,0.74678695,0.22733214,0.28416517,0.28416517,0.28416517,400000.0,500000.0,500000.0,0.0,1.0,21.964174,0.4065678,0.22564681,0.0,4.3161516,0.74133,1759540.0,25.0,17.0,18123.262,0.05195801,8.612503,8.632199,1.0,0.0,0.0,0.0,0.0,0.1,0.2,98.1,1.6,2133527.0,6871287.0,,5503.73101421671,,,,37817715369.4841,15.343917770876132,,0.02366722572348534,,14.573287036791422
LCA,0.0,,,,0.8888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.72305,,0.60812974,,,,0.44332135,0.88664275,1.329964,1.329964,270.42603,540.85205,811.2781,1.0,0.0,25.884724,0.16154169,,,189.12274,,610.0,13.883333,-60.966667,40.016,0.35527083,,,0.0,0.0,0.0,0.0,1.0,6.3,88.3,0.0,5.4,104016.0,183629.0,,7426.72861119881,,,,1363762748.1458302,,,0.011432308700562555,,11.55230001244425
LKA,27.285004,1.0,1.0,1.0,1.0,39.9,35.0,1.2,1.0,38.9524,38.9318,1848.64,18.9476,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.8,69.8,4.245634,,0.9936200000000001,7.0,0.0,1.0,81.0,17.6,73.11,0.1753118,275.70676,0.68,0.71284485,0.7133163,,,4.641807,12.378153,15.472691,15.472691,300000.0,800000.0,1000000.0,1.0,0.0,27.17269,0.10254448,0.2924223,1.0,140.75883,0.14596,64630.0,7.0,81.0,8951.255,0.08974134,8.517193,8.551595,0.0,0.0,1.0,0.0,0.0,0.4,6.8,7.2,85.6,12485736.0,21919000.0,711.8395545721719,3845.6831356567604,18.9475995316159,25.2353116704419,8887840752.74573,84293528650.4606,23.568650667201346,0.034312629362767355,0.01131891900227111,6.567852541316038,16.340097430699373
LSO,,0.0,0.0,0.0,0.032258064,61.754974,2.8600948,0.08040291,0.0,238.319,238.929,765.69,10.183299,-9.0,-9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,0.0,1.0,136.0,,,0.0,225.39386,0.67,0.7407268,0.7407268,0.73762816,0.73762816,0.07923805,0.23771414,0.47542828,0.47542828,2404.8748,7214.624,14429.248,1.0,0.0,13.744289,1.7452408,0.30609632,0.0,63.53467,0.09483,30350.0,29.5,28.25,3299.045,0.27546915,7.3132205,7.3132205,1.0,0.0,0.0,0.0,0.0,29.8,43.5,0.0,26.7,1028930.0,2142252.0,347.16979230234597,1087.9585929226,10.183299389002,,357213414.393653,2330681471.60563,20.879587000740816,0.02310783080288137,0.01477484844676713,5.849813975263667,13.844029985291346
LTU,0.0,0.0,0.0,0.0,0.037037037,40.90206,30.487707,6.2498164,0.0,60.4537,313.043,62.7719,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,27.0,,,0.0,57.93914,0.42,0.734716,0.73473376,0.73219717,0.732539,0.4192872,0.8385744,2.5157232,2.5157232,26280.922,52561.844,157685.53,0.0,0.0,6.10747,0.11320594,0.0434536,0.0,54.986988,0.21678,62680.0,56.0,24.0,29327.973,0.02589672,8.216088,8.2908945,0.0,1.0,0.0,0.0,0.0,,80.0,0.0,,3139689.0,2794700.0,,18390.7606687773,,12.1072280406422,,51396658841.0318,21.181338597272013,,-0.002325272038991466,,14.959634308393209
LUX,54.54545,1.0,1.0,1.0,0.95454544,62.06373,30.905201,6.172918,0.0,22.3941,286.785,22.3941,21.05024,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,56.0,,,0.0,71.53237,0.55,0.7311104,0.73070985,0.7175687,0.7176257,8.469791,11.293055,35.290794,35.290794,21936.76,29249.012,91403.16,0.0,1.0,8.941378,0.2974514,0.06261824,0.0,78.06875,0.28138,2590.0,49.75,6.166667,,0.0875486,8.612503,8.640738,0.0,1.0,0.0,0.0,0.0,1.2,93.0,0.0,5.8,339171.0,632275.0,35457.2367285851,107457.98496002599,22.5236528639505,15.6279386936254,12026066438.4709,67942997440.6003,20.938127138044518,0.022423154153365044,0.012534304510045002,10.476082650155936,12.734259683961936
LVA,0.0,0.0,0.0,0.0,0.037037037,64.346085,25.943388,8.155448,0.0,127.878,409.483,152.512,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,25.0,,,0.0,54.66107,0.28,0.73273355,0.7332302,0.73113394,0.73374677,0.4192872,0.8385744,2.5157232,2.5157232,26016.771,52033.543,156100.62,0.0,0.0,5.6048,0.08794542,0.04993347,0.0,54.026722,0.20831,62050.0,57.0,25.0,18447.465,0.02574247,8.216088,8.356531,0.0,1.0,0.0,0.0,0.0,14.1,18.2,0.01,67.69,2359164.0,1901548.0,,16201.8328953086,,22.602788899872,,30808562938.4082,26.31445668363114,,-0.004303493871137265,,14.673817876956807
MAR,11.2762575,0.0,0.0,0.0,0.0,3.192585,1.5447992,0.0,0.0,178.334,177.801,638.872,18.48559,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,78.2,4.3592699999999995,,0.367858,1.0,1.0,1.0,97.0,51.0,66.64,0.0,191.13016,0.16,0.73347205,0.73287797,0.7245724,0.72327393,2.2406454,4.481291,3.3609679,3.3609679,1000000.06,2000000.1,1500000.0,0.0,1.0,19.848238,0.55465925,0.5622933,0.0,18.29602,0.56405,446300.0,32.0,-5.0,87653.32,0.15949517,8.160519,8.242624,1.0,0.0,0.0,0.0,0.0,0.0,0.2,99.4,0.4,16004732.0,36910558.0,1019.2520013785199,3126.9640691340196,18.485590130363104,29.2229617179882,16391215216.3929,117285818085.10301,25.759447984842282,0.022673085346693433,0.016852695227951298,6.926824305277047,16.588394986478644
MDA,0.0,0.0,0.0,0.0,0.037037037,31.915083,28.86954,6.4371486,0.0,28.0568,206.55,28.3753,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,83.0,,,0.0,89.02311,0.72,0.7413493,0.74057055,0.7347971,0.7346132,0.4192872,0.8385744,2.5157232,2.5157232,13786.163,27572.326,82716.98,0.0,0.0,9.557819,0.14786333,0.04544875,0.0,43.003777,0.1689,32880.0,47.0,29.0,18208.945,0.04508501,8.853665,8.838757,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2445328.0,2617820.0,,3513.6040466812397,,24.198430497189197,,9197982945.483091,25.828598714562272,,0.001364182553454496,,14.709689823222869
MDG,0.0,0.0,0.0,0.0,0.032258064,,,,0.87653255,97.8166,97.6596,1631.05,9.912718,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,536.04,536.04,6.284209,,0.570964,3.0,0.0,1.0,142.0,82.5,57.51,1.0,252.26431,0.26,0.7497661,0.7496433,,,,0.34391442,1.2037005,1.2037005,,199999.98,700000.0,0.0,1.0,22.74158,0.43230367,0.4382289,0.4839859,130.64284,0.3775,581540.0,20.0,47.0,29018.844,0.16979755,7.6009026,7.6172676,1.0,0.0,0.0,0.0,0.0,22.0,26.0,1.7,50.3,6576305.0,27691019.0,853.63146871858,458.81492850971495,9.91271736606304,,5613740895.89134,12705052902.8462,18.222594718029637,-0.012340279340778082,0.029170051293440524,6.749499565192011,15.698983595421186
MDV,,0.0,0.0,0.0,0.0,24.498234,29.350876,0.21686675,,,,,,,,,,,,,,,,,,,,,,,,,,,281.3214,,0.7158006,,,,,,,,,,,1.0,0.0,,,,,,,300.0,3.25,73.0,39.989998,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.1,99.9,0.0,115688.0,540542.0,,5663.304742591629,,,,3061254072.16996,41.52795185822991,,0.03131378466617729,,11.658652191294628
